Pais,Cliente,Clasificacion,Orden de compra,No.defactura,Estado de la Factura,fecha de factura,Comercial,Cantidad,Nombre de producto,Precio unitario,Descuento,Costo U,Almacen.0,Almacen.1,Segmento,Total Producto,Monto total,Referencia,Capacidad_a_kwh,Potencia_kw,Potencia_t_mva,Total Potencia kW,Total Potencia de Transformadores MVA,Total Capacidad de almacenamiento kWh,Prefix,Year,Invoice_No,Hora de extracción,Amount,Year Month,Index,Classificacion New,Segmento (Grouped),Comercial (Grouped)
El Salvador,"Enersys Solar, S.A. de C.V.",DG,ON-00678,INV/2021/1285,posted,2021-11-29 00:00:00,Martin Muadi,15,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",49,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,735,28084,Stock,0,0,0,0,0,0,INV,2021,1285,2023-09-28 16:27:57,735,2021-11,294,DG,Other,Martin Muadi
Barbados,Williams everGreen Ltd.,Utility Scale,ON-00838,INV/2021/1282,posted,2021-11-22 00:00:00,Francisco Asturias,2,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,469,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,938,30811,Stock,0,0,0,0,0,0,INV,2021,1282,2023-09-28 16:28:03,938,2021-11,239,DG,Other,Francisco Asturias
Dominican Republic,"Unitrade, S.R.L.",Utility Scale,ON-00800,INV/2021/1280,posted,2021-11-17 00:00:00,Francisco Asturias,100,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",82,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,8200,161038,Stock,0,0,0,0,0,0,INV,2021,1280,2023-09-28 16:28:09,8200,2021-11,234,DG,Other,Francisco Asturias
Guatemala,"Operadores Nacionales, S.A.",DG,ON-00844,INV/2021/1278,posted,2021-11-16 00:00:00,Martin Muadi,2,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,427,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,854,29583,Stock,0,0,0,0,0,0,INV,2021,1278,2023-09-28 16:28:14,854,2021-11,260,DG,Other,Martin Muadi
Costa Rica,"Inversiones Solalpi, S.A.",DG,ON-00786,INV/2021/1274,posted,2021-11-15 00:00:00,Alejandra Soto,2,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",103,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,206,23161.77,Stock,0,0,0,0,0,0,INV,2021,1274,2023-09-28 16:28:22,206,2021-11,291,DG,Other,Other
Costa Rica,"Inversiones Solalpi, S.A.",Utility Scale,ON-00841,INV/2021/1275,posted,2021-11-15 00:00:00,Guillermo Antonio Contreras Aguirre,3,"[SDongleA-03-AU] Function Module, Inverter external 4G dongle, Communication Module, Supporting the communication for 10 devices at most",158,0,99.38,1,Neptune - Panamá,DG / Accessories Residential and C&I,474,474,Stock,0,0,0,0,0,0,INV,2021,1275,2023-09-28 16:28:18,474,2021-11,218,DG,Other,Other
El Salvador,"Enersys Solar, S.A. de C.V.",DG,ON-00797,INV/2021/1273,posted,2021-11-15 00:00:00,Martin Muadi,4,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",89,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,356,8460,Stock,0,0,0,0,0,0,INV,2021,1273,2023-09-28 16:28:25,356,2021-11,280,DG,Other,Martin Muadi
El Salvador,"Enersys Solar, S.A. de C.V.",DG,ON-00678,INV/2021/1268,posted,2021-11-10 00:00:00,Martin Muadi,26,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",49,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,1274,73628,Stock,0,0,0,0,0,0,INV,2021,1268,2023-09-28 16:28:36,1274,2021-11,232,DG,Other,Martin Muadi
El Salvador,Inversiones Merelec S.A. de C.V.,DG,ON-00757,INV/2021/1263,posted,2021-11-08 00:00:00,Martin Muadi,2,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",99,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,198,8850,Stock,0,0,0,0,0,0,INV,2021,1263,2023-09-28 16:28:44,198,2021-11,219,DG,Other,Martin Muadi
El Salvador,Inversiones Merelec S.A. de C.V.,DG,ON-00771,INV/2021/1264,posted,2021-11-08 00:00:00,Martin Muadi,3,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",99,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,297,347,Stock,0,0,0,0,0,0,INV,2021,1264,2023-09-28 16:28:40,297,2021-11,220,DG,Other,Martin Muadi
El Salvador,Fideicomiso de Energía Solar,DG,ON-00749,INV/2021/1257,posted,2021-10-25 00:00:00,Martin Muadi,4,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,630,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,2520,62772,Stock,0,0,0,0,0,0,INV,2021,1257,2023-09-28 16:28:54,2520,2021-10,68,DG,Other,Martin Muadi
Dominican Republic,"Unitrade, S.R.L.",Utility Scale,ON-00756,INV/2021/1243,posted,2021-09-30 00:00:00,Francisco Asturias,2,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,440,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,880,107269,Stock,0,0,0,0,0,0,INV,2021,1243,2023-09-28 16:29:17,880,2021-09,59,DG,Other,Francisco Asturias
Dominican Republic,"Unitrade, S.R.L.",Utility Scale,ON-00756,INV/2021/1243,posted,2021-09-30 00:00:00,Francisco Asturias,100,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",82,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,8200,107269,Stock,0,0,0,0,0,0,INV,2021,1243,2023-09-28 16:29:18,8200,2021-09,57,DG,Other,Francisco Asturias
Nicaragua,TECNOSOLUCION S.A.,DG,ON-00742,INV/2021/1241,posted,2021-09-28 00:00:00,Dorian Flores,2,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",98,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,196,9598,Stock,0,0,0,0,0,0,INV,2021,1241,2023-09-28 16:29:30,196,2021-09,87,DG,Other,Other
Panama,Renewable Energy & Technical Solutions S.A. (RETSSA),DG,ON-00633,INV/2021/1242,posted,2021-09-28 00:00:00,Martin Muadi,15,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",46,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,690,191805,Stock,0,0,0,0,0,0,INV,2021,1242,2023-09-28 16:29:25,690,2021-09,95,DG,Other,Martin Muadi
Panama,Renewable Energy & Technical Solutions S.A. (RETSSA),DG,ON-00633,INV/2021/1242,posted,2021-09-28 00:00:00,Martin Muadi,15,"[SDongleA-03-AU] Function Module, Inverter external 4G dongle, Communication Module, Supporting the communication for 10 devices at most",113,0,99.38,1,Neptune - Panamá,DG / Accessories Residential and C&I,1695,191805,Stock,0,0,0,0,0,0,INV,2021,1242,2023-09-28 16:29:25,1695,2021-09,105,DG,Other,Martin Muadi
Panama,Renewable Energy & Technical Solutions S.A. (RETSSA),DG,ON-00633,INV/2021/1242,posted,2021-09-28 00:00:00,Martin Muadi,15,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,440,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,6600,191805,Stock,0,0,0,0,0,0,INV,2021,1242,2023-09-28 16:29:26,6600,2021-09,104,DG,Other,Martin Muadi
Panama,Renewable Energy & Technical Solutions S.A. (RETSSA),DG,ON-00633,INV/2021/1242,posted,2021-09-28 00:00:00,Martin Muadi,52,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",82,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,4264,191805,Stock,0,0,0,0,0,0,INV,2021,1242,2023-09-28 16:29:27,4264,2021-09,103,DG,Other,Martin Muadi
Jamaica,REIL Energy Limited,Utility Scale,ON-00301,INV/2021/1233,posted,2021-09-02 00:00:00,Francisco Asturias,2,"DDSU666-H, Smart power sensor, single-phase smart meter",44,0,37.58,1,Neptune - Panamá,DG / Accessories Residential and C&I,88,88,Stock,0,0,0,0,0,0,INV,2021,1233,2023-09-28 16:29:52,88,2021-09,20,DG,Other,Francisco Asturias
Jamaica,REIL Energy Limited,Utility Scale,ON-00301,INV/2021/1229,posted,2021-08-31 00:00:00,Francisco Asturias,2,"DDSU666-H, Smart power sensor, single-phase smart meter",44,0,37.58,1,Neptune - Panamá,DG / Accessories Residential and C&I,88,88,Stock,0,0,0,0,0,0,INV,2021,1229,2023-09-28 16:29:59,88,2021-08,16,DG,Other,Francisco Asturias
Jamaica,FOSRICH CO. LTD.,Utility Scale,ON-00642,INV/2021/1227,posted,2021-08-26 00:00:00,Guillermo Antonio Contreras Aguirre,2,"DDSU666-H, Smart power sensor, single-phase smart meter",43,0,37.58,1,Neptune - Panamá,DG / Accessories Residential and C&I,86,14544,Stock,0,0,0,0,0,0,INV,2021,1227,2023-09-28 16:30:03,86,2021-08,9,DG,Other,Other
Panama,"TECNIC GROUP, S.A. PANAMA",DG,ON-00576,INV/2021/1221,posted,2021-08-23 00:00:00,Alejandra Soto,5,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,427,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,2135,15046,Stock,0,0,0,0,0,0,INV,2021,1221,2023-09-28 16:30:20,2135,2021-08,2,DG,Other,Other
Panama,"TECNIC GROUP, S.A. PANAMA",DG,ON-00657,INV/2021/1220,posted,2021-08-20 00:00:00,Alejandra Soto,10,"DDSU666-H, Smart power sensor, single-phase smart meter",43,0,37.58,1,Neptune - Panamá,DG / Accessories Residential and C&I,430,9099,Stock,0,0,0,0,0,0,INV,2021,1220,2023-09-28 16:30:26,430,2021-08,43,DG,Other,Other
Panama,"TECNIC GROUP, S.A. PANAMA",DG,ON-00657,INV/2021/1220,posted,2021-08-20 00:00:00,Alejandra Soto,20,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",82,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,1640,9099,Stock,0,0,0,0,0,0,INV,2021,1220,2023-09-28 16:30:26,1640,2021-08,44,DG,Other,Other
Barbados,Williams everGreen Ltd.,Utility Scale,ON-00544,INV/2021/1203,posted,2021-07-12 00:00:00,Francisco Asturias,2,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,618,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,1236,32550,Stock,0,0,0,0,0,0,INV,2021,1203,2023-09-28 16:30:58,1236,2021-07,29,DG,Other,Francisco Asturias
United States,"Diesel South Parts, LLC",DG,ON-00516,INV/2021/1201,posted,2021-07-07 00:00:00,Alejandra Soto,15,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",46,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,690,32140,Stock,0,0,0,0,0,0,INV,2021,1201,2023-09-28 16:31:05,690,2021-07,168,DG,Other,Other
United States,"Diesel South Parts, LLC",DG,ON-00516,INV/2021/1201,posted,2021-07-07 00:00:00,Alejandra Soto,5,"DDSU666-H, Smart power sensor, single-phase smart meter",43,0,37.58,1,Neptune - Panamá,DG / Accessories Residential and C&I,215,32140,Stock,0,0,0,0,0,0,INV,2021,1201,2023-09-28 16:31:07,215,2021-07,167,DG,Other,Other
United States,"Diesel South Parts, LLC",DG,ON-00516,INV/2021/1201,posted,2021-07-07 00:00:00,Alejandra Soto,8,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",82,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,656,32140,Stock,0,0,0,0,0,0,INV,2021,1201,2023-09-28 16:31:07,656,2021-07,166,DG,Other,Other
Jamaica,FOSRICH CO. LTD.,DG,ON-00517,INV/2021/1191,posted,2021-06-18 00:00:00,Francisco Asturias,3,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,440,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,1320,11010,Stock,0,0,0,0,0,0,INV,2021,1191,2023-09-28 16:31:41,1320,2021-06,136,DG,Other,Francisco Asturias
Jamaica,FOSRICH CO. LTD.,DG,ON-00517,INV/2021/1191,posted,2021-06-18 00:00:00,Francisco Asturias,15,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",46,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,690,11010,Stock,0,0,0,0,0,0,INV,2021,1191,2023-09-28 16:31:41,690,2021-06,160,DG,Other,Francisco Asturias
Panama,"TECNIC GROUP, S.A. PANAMA",Sales,ON-00379,INV/2021/1183,posted,2021-06-01 00:00:00,Stephany Moran,7,"[SDongleA-03-AU] Function Module, Inverter external 4G dongle, Communication Module, Supporting the communication for 10 devices at most",113,0,99.38,1,Neptune - Panamá,DG / Accessories Residential and C&I,791,1251,Stock,0,0,0,0,0,0,INV,2021,1183,2023-09-28 16:31:56,791,2021-06,154,DG,Other,Other
Panama,"TECNIC GROUP, S.A. PANAMA",Sales,ON-00379,INV/2021/1183,posted,2021-06-01 00:00:00,Stephany Moran,10,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",46,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,460,1251,Stock,0,0,0,0,0,0,INV,2021,1183,2023-09-28 16:31:56,460,2021-06,153,DG,Other,Other
Panama,"TECNIC GROUP, S.A. PANAMA",DG,ON-00435,INV/2021/1179,posted,2021-05-24 00:00:00,Guillermo Callen Alvarez,12,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",79,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,948,2643,Stock,0,0,0,0,0,0,INV,2021,1179,2023-09-28 16:31:59,948,2021-05,152,DG,Other,Other
Guatemala,"Operadores Nacionales, S.A.",DG,ON-00406,INV/2021/1163,posted,2021-05-06 00:00:00,Martin Muadi,10,"[SDongleA-03-AU] Function Module, Inverter external 4G dongle, Communication Module, Supporting the communication for 10 devices at most",106,0,99.38,1,Neptune - Panamá,DG / Accessories Residential and C&I,1060,18862,Stock,0,0,0,0,0,0,INV,2021,1163,2023-09-28 16:32:16,1060,2021-05,155,DG,Other,Martin Muadi
Barbados,Williams everGreen Ltd.,Utility Scale,ON-00302,INV/2021/1160,posted,2021-05-04 00:00:00,Francisco Asturias,3,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",102,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,306,37073,Stock,0,0,0,0,0,0,INV,2021,1160,2023-09-28 16:32:23,306,2021-05,119,DG,Other,Francisco Asturias
Barbados,Williams everGreen Ltd.,Utility Scale,ON-00302,INV/2021/1160,posted,2021-05-04 00:00:00,Francisco Asturias,2,"[SDongleA-03-AU] Function Module, Inverter external 4G dongle, Communication Module, Supporting the communication for 10 devices at most",153,0,99.38,1,Neptune - Panamá,DG / Accessories Residential and C&I,306,37073,Stock,0,0,0,0,0,0,INV,2021,1160,2023-09-28 16:32:22,306,2021-05,118,DG,Other,Francisco Asturias
Jamaica,FOSRICH CO. LTD.,Utility Scale,ON-00300,INV/2021/1157,posted,2021-04-28 00:00:00,Guillermo Antonio Contreras Aguirre,20,"DDSU666-H, Smart power sensor, single-phase smart meter",44,0,37.58,1,Neptune - Panamá,DG / Accessories Residential and C&I,880,880,Stock,0,0,0,0,0,0,INV,2021,1157,2023-09-28 16:32:30,880,2021-04,194,DG,Other,Other
Dominican Republic,"Unitrade, S.R.L.",DG,ON-00235,INV/2021/1132,posted,2021-03-30 00:00:00,Guillermo Callen Alvarez,8,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",44,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,352,263206,Stock,0,0,0,0,0,0,INV,2021,1132,2023-09-28 16:33:20,352,2021-03,84,DG,Other,Other
Dominican Republic,"Unitrade, S.R.L.",Utility Scale,ON-00231,INV/2021/1131,posted,2021-03-30 00:00:00,Francisco Asturias,2,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,413,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,826,103134,Stock,0,0,0,0,0,0,INV,2021,1131,2023-09-28 16:33:25,826,2021-03,100,DG,Other,Francisco Asturias
Dominican Republic,"Unitrade, S.R.L.",DG,ON-00235,INV/2021/1132,posted,2021-03-30 00:00:00,Guillermo Callen Alvarez,5,"[SDongleA-03-AU] Function Module, Inverter external 4G dongle, Communication Module, Supporting the communication for 10 devices at most",106,0,99.38,1,Neptune - Panamá,DG / Accessories Residential and C&I,530,263206,Stock,0,0,0,0,0,0,INV,2021,1132,2023-09-28 16:33:21,530,2021-03,89,DG,Other,Other
Dominican Republic,"Unitrade, S.R.L.",DG,ON-00235,INV/2021/1132,posted,2021-03-30 00:00:00,Guillermo Callen Alvarez,6,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,413,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,2478,263206,Stock,0,0,0,0,0,0,INV,2021,1132,2023-09-28 16:33:19,2478,2021-03,90,DG,Other,Other
Dominican Republic,"Unitrade, S.R.L.",DG,ON-00235,INV/2021/1132,posted,2021-03-30 00:00:00,Guillermo Callen Alvarez,30,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",77,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,2310,263206,Stock,0,0,0,0,0,0,INV,2021,1132,2023-09-28 16:33:19,2310,2021-03,88,DG,Other,Other
El Salvador,ATLAS RENOVABLES S.A. DE C.V.,DG,ON-01467,INV/2022/1538,posted,2022-08-30 00:00:00,Martin Muadi,1,[Backup Box-B0],441,3,313.05,1,Neptune - Panamá,DG / Residential / ESS / Accessory,427.77,35900.92,Stock,0,0,0,0,0,0,INV,2022,1538,2023-09-28 16:39:38,427.77,2022-08,1531,DG,Other,Martin Muadi
El Salvador,ATLAS RENOVABLES S.A. DE C.V.,DG,ON-01467,INV/2022/1538,posted,2022-08-30 00:00:00,Martin Muadi,1,[HW-TX-5000],335,3,253.59,1,Neptune - Panamá,DG / Residential / ESS / Accessory,324.95,35900.92,Stock,0,0,0,0,0,0,INV,2022,1538,2023-09-28 16:39:39,324.95,2022-08,1530,DG,Other,Martin Muadi
El Salvador,ATLAS RENOVABLES S.A. DE C.V.,DG,ON-01467,INV/2022/1538,posted,2022-08-30 00:00:00,Martin Muadi,1,[LUNA2000-5KW-C0] Battery Controller,868,3,642.99,1,Neptune - Panamá,DG / Residential / ESS,841.96,35900.92,Stock,0,0,0,0,0,0,INV,2022,1538,2023-09-28 16:39:37,841.96,2022-08,1377,DG,Other,Martin Muadi
El Salvador,Carmen Alicia Vega Navarrete,DG,ON-00872,INV/2021/1289,posted,2021-12-06 00:00:00,Martin Muadi,2,[LUNA2000-5KW-C0] Battery Controller,710,10,642.99,1,Neptune - Panamá,DG / Residential / ESS,1278,9390.2,Stock,0,0,0,0,0,0,INV,2021,1289,2023-09-28 16:27:42,1278,2021-12,1316,DG,Other,Martin Muadi
El Salvador,Carmen Alicia Vega Navarrete,DG,ON-00872,INV/2021/1289,posted,2021-12-06 00:00:00,Martin Muadi,2,[HW-TX-5000],348,10,253.59,1,Neptune - Panamá,DG / Residential / ESS / Accessory,626.4,9390.2,Stock,0,0,0,0,0,0,INV,2021,1289,2023-09-28 16:27:42,626.4,2021-12,1444,DG,Other,Martin Muadi
El Salvador,Carmen Alicia Vega Navarrete,DG,ON-00872,INV/2021/1289,posted,2021-12-06 00:00:00,Martin Muadi,2,[Backup Box-B0],425,10,313.05,1,Neptune - Panamá,DG / Residential / ESS / Accessory,765,9390.2,Stock,0,0,0,0,0,0,INV,2021,1289,2023-09-28 16:27:43,765,2021-12,1451,DG,Other,Martin Muadi
El Salvador,Carmen Alicia Vega Navarrete,DG,ON-00872,INV/2021/1289,posted,2021-12-06 00:00:00,Martin Muadi,32,[SUN2000-450W-P],34,10,24.97,1,Neptune - Panamá,DG / Accessories Optimizers,979.2,9390.2,Stock,0,0,0,0,0,0,INV,2021,1289,2023-09-28 16:27:45,979.2,2021-12,1210,DG,Other,Martin Muadi
El Salvador,ATLAS RENOVABLES S.A. DE C.V.,DG,ON-00673,INV/2021/1251,posted,2021-10-13 00:00:00,Martin Muadi,1,[HW-TX-5000],348,5,253.59,1,Neptune - Panamá,DG / Residential / ESS / Accessory,330.6,8031.3,Stock,0,0,0,0,0,0,INV,2021,1251,2023-09-28 16:29:00,330.6,2021-10,1510,DG,Other,Martin Muadi
El Salvador,ATLAS RENOVABLES S.A. DE C.V.,DG,ON-00673,INV/2021/1251,posted,2021-10-13 00:00:00,Martin Muadi,1,[LUNA2000-5KW-C0] Battery Controller,710,5,642.99,1,Neptune - Panamá,DG / Residential / ESS,674.5,8031.3,Stock,0,0,0,0,0,0,INV,2021,1251,2023-09-28 16:28:59,674.5,2021-10,1268,DG,Other,Martin Muadi
Nicaragua,CLEAN ENERGY S.A.,DG,ON-00707,INV/2021/1239,posted,2021-09-16 00:00:00,Dorian Flores,2,[Backup Box-B0],419,6.25,313.05,1,Neptune - Panamá,DG / Residential / ESS / Accessory,785.63,14283.75,Stock,0,0,0,0,0,0,INV,2021,1239,2023-09-28 16:29:35,785.63,2021-09,1516,DG,Other,Other
Nicaragua,CLEAN ENERGY S.A.,DG,ON-00707,INV/2021/1239,posted,2021-09-16 00:00:00,Dorian Flores,3,[LUNA2000-5KW-C0] Battery Controller,701,6.25,642.99,1,Neptune - Panamá,DG / Residential / ESS,1971.56,14283.75,Stock,0,0,0,0,0,0,INV,2021,1239,2023-09-28 16:29:33,1971.56,2021-09,1402,DG,Other,Other
Nicaragua,CLEAN ENERGY S.A.,DG,ON-00707,INV/2021/1239,posted,2021-09-16 00:00:00,Dorian Flores,2,[HW-TX-5000],344,6.25,253.59,1,Neptune - Panamá,DG / Residential / ESS / Accessory,645,14283.75,Stock,0,0,0,0,0,0,INV,2021,1239,2023-09-28 16:29:36,645,2021-09,1515,DG,Other,Other
Turks and Caicos Islands,Smartsolar Ltd.,Utility Scale,"ON-01073, ON-01027, ON-01126, ON-01074, ON-01124, ON-01028",INV/2022/1384,posted,2022-04-04 00:00:00,Francisco Asturias,1,[Backup Box-B0],376,0,313.05,1,Neptune - Panamá,DG / Residential / ESS / Accessory,376,10557,Stock,0,0,0,0,0,0,INV,2022,1384,2023-09-28 16:44:21,376,2022-04,1494,DG,Other,Francisco Asturias
Turks and Caicos Islands,Smartsolar Ltd.,Utility Scale,"ON-01073, ON-01027, ON-01126, ON-01074, ON-01124, ON-01028",INV/2022/1384,posted,2022-04-04 00:00:00,Francisco Asturias,1,[HW-TX-5000],309,0,253.59,1,Neptune - Panamá,DG / Residential / ESS / Accessory,309,10557,Stock,0,0,0,0,0,0,INV,2022,1384,2023-09-28 16:44:22,309,2022-04,1491,DG,Other,Francisco Asturias
Turks and Caicos Islands,Smartsolar Ltd.,Utility Scale,"ON-01073, ON-01027, ON-01126, ON-01074, ON-01124, ON-01028",INV/2022/1384,posted,2022-04-04 00:00:00,Francisco Asturias,1,[HW-TX-5000],309,0,253.59,1,Neptune - Panamá,DG / Residential / ESS / Accessory,309,10557,Stock,0,0,0,0,0,0,INV,2022,1384,2023-09-28 16:44:28,309,2022-04,1496,DG,Other,Francisco Asturias
Turks and Caicos Islands,Smartsolar Ltd.,Utility Scale,"ON-01073, ON-01027, ON-01126, ON-01074, ON-01124, ON-01028",INV/2022/1384,posted,2022-04-04 00:00:00,Francisco Asturias,1,[Backup Box-B0],376,0,313.05,1,Neptune - Panamá,DG / Residential / ESS / Accessory,376,10557,Stock,0,0,0,0,0,0,INV,2022,1384,2023-09-28 16:44:27,376,2022-04,1497,DG,Other,Francisco Asturias
Turks and Caicos Islands,Smartsolar Ltd.,Utility Scale,"ON-01073, ON-01027, ON-01126, ON-01074, ON-01124, ON-01028",INV/2022/1384,posted,2022-04-04 00:00:00,Francisco Asturias,1,[LUNA2000-5KW-C0] Battery Controller,629,0,642.99,1,Neptune - Panamá,DG / Residential / ESS,629,10557,Stock,0,0,0,0,0,0,INV,2022,1384,2023-09-28 16:44:29,629,2022-04,1283,DG,Other,Francisco Asturias
Turks and Caicos Islands,Smartsolar Ltd.,Utility Scale,"ON-01073, ON-01027, ON-01126, ON-01074, ON-01124, ON-01028",INV/2022/1384,posted,2022-04-04 00:00:00,Francisco Asturias,1,[LUNA2000-5KW-C0] Battery Controller,629,0,642.99,1,Neptune - Panamá,DG / Residential / ESS,629,10557,Stock,0,0,0,0,0,0,INV,2022,1384,2023-09-28 16:44:20,629,2022-04,1291,DG,Other,Francisco Asturias
Barbados,Prosolar 246 Inc.,Utility Scale,ON-00840,INV/2022/1344,posted,2022-02-17 00:00:00,Francisco Asturias,2,[LUNA2000-5KW-C0] Battery Controller,701,0,642.99,1,Neptune - Panamá,DG / Residential / ESS,1402,10120,Stock,0,0,0,0,0,0,INV,2022,1344,2023-09-28 16:45:42,1402,2022-02,1251,DG,Other,Francisco Asturias
Barbados,Prosolar 246 Inc.,Utility Scale,ON-00840,INV/2022/1344,posted,2022-02-17 00:00:00,Francisco Asturias,1,[Backup Box-B0],419,0,313.05,1,Neptune - Panamá,DG / Residential / ESS / Accessory,419,10120,Stock,0,0,0,0,0,0,INV,2022,1344,2023-09-28 16:45:43,419,2022-02,1415,DG,Other,Francisco Asturias
Curaçao,Critech Solutions BV,Utility Scale,ON-00986,INV/2022/1338,posted,2022-02-11 00:00:00,Francisco Asturias,1,[LUNA2000-5KW-C0] Battery Controller,701,0,642.99,1,Neptune - Panamá,DG / Residential / ESS,701,3812,Stock,0,0,0,0,0,0,INV,2022,1338,2023-09-28 16:45:56,701,2022-02,1255,DG,Other,Francisco Asturias
Dominican Republic,"Unitrade, S.R.L.",Utility Scale,ON-01015,INV/2022/1336,posted,2022-02-08 00:00:00,Francisco Asturias,5,[Backup Box-B0],353,0,313.05,1,Neptune - Panamá,DG / Residential / ESS / Accessory,1765,16420,Stock,0,0,0,0,0,0,INV,2022,1336,2023-09-28 16:46:00,1765,2022-02,1462,DG,Other,Francisco Asturias
Dominican Republic,"Unitrade, S.R.L.",Utility Scale,ON-01015,INV/2022/1336,posted,2022-02-08 00:00:00,Francisco Asturias,5,[LUNA2000-5KW-C0] Battery Controller,591,0,642.99,1,Neptune - Panamá,DG / Residential / ESS,2955,16420,Stock,0,0,0,0,0,0,INV,2022,1336,2023-09-28 16:45:59,2955,2022-02,1271,DG,Other,Francisco Asturias
Dominican Republic,"Unitrade, S.R.L.",Utility Scale,ON-01015,INV/2022/1336,posted,2022-02-08 00:00:00,Francisco Asturias,10,[HW-TX-5000],290,0,253.59,1,Neptune - Panamá,DG / Residential / ESS / Accessory,2900,16420,Stock,0,0,0,0,0,0,INV,2022,1336,2023-09-28 16:46:00,2900,2022-02,1461,DG,Other,Francisco Asturias
Dominican Republic,"Unitrade, S.R.L.",Utility Scale,ON-00971,INV/2022/1327,posted,2022-01-31 00:00:00,Francisco Asturias,5,[LUNA2000-5KW-C0] Battery Controller,591,0,642.99,1,Neptune - Panamá,DG / Residential / ESS,2955,23770,Stock,0,0,0,0,0,0,INV,2022,1327,2023-09-28 16:46:13,2955,2022-01,1262,DG,Other,Francisco Asturias
Dominican Republic,"Unitrade, S.R.L.",Utility Scale,ON-00971,INV/2022/1327,posted,2022-01-31 00:00:00,Francisco Asturias,5,[Backup Box-B0],353,0,313.05,1,Neptune - Panamá,DG / Residential / ESS / Accessory,1765,23770,Stock,0,0,0,0,0,0,INV,2022,1327,2023-09-28 16:46:13,1765,2022-01,1474,DG,Other,Francisco Asturias
