Pais,Cliente,Clasificacion,Orden de compra,No.defactura,Estado de la Factura,fecha de factura,Comercial,Cantidad,Nombre de producto,Precio unitario,Descuento,Costo U,Almacen.0,Almacen.1,Segmento,Total Producto,Monto total,Referencia,Capacidad_a_kwh,Potencia_kw,Potencia_t_mva,Total Potencia kW,Total Potencia de Transformadores MVA,Total Capacidad de almacenamiento kWh,Prefix,Year,Invoice_No,Hora de extracción,Amount,Year Month,Index,Classificacion New,Segmento (Grouped),Comercial (Grouped)
El Salvador,"Green Power, S.A. de C.V.",DG,ON-02105,INV/2023/1834,posted,2023-03-13 00:00:00,Martin Muadi,1,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",96,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,96,5873,Stock,0,0,0,0,0,0,INV,2023,1834,2023-11-30 06:13:55,96,2023-03,758,DG,Other,Martin Muadi
El Salvador,Volta Ingenieros Consultores S.A. de C.V.,DG,ON-02103,INV/2023/1831,posted,2023-03-09 00:00:00,Martin Muadi,1,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",55,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,55,5067,Stock,0,0,0,0,0,0,INV,2023,1831,2023-11-30 06:13:57,55,2023-03,729,DG,Other,Martin Muadi
Barbados,Emera Caribbean Renewables Ltd.,DG,ON-02039,INV/2023/1803,posted,2023-02-14 00:00:00,Alejandra Soto,1,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,481,0,345,1,Neptune - Panamá,DG / Accessories Residential and C&I,481,18020,Stock,0,0,0,0,0,0,INV,2023,1803,2023-11-30 06:14:28,481,2023-02,623,DG,Other,Other
Panama,"TECNIC GROUP, S.A. PANAMA",DG,ON-02038,INV/2023/1784,posted,2023-02-07 00:00:00,Alejandra Soto,1,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",48,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,48,4532,Stock,0,0,0,0,0,0,INV,2023,1784,2023-11-30 06:15:01,48,2023-02,668,DG,Other,Other
El Salvador,Volta Ingenieros Consultores S.A. de C.V.,DG,ON-01939,INV/2022/1741,posted,2022-12-30 00:00:00,Martin Muadi,1,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",55,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,55,10079,Stock,0,0,0,0,0,0,INV,2022,1741,2023-09-28 16:34:59,55,2022-12,217,DG,Other,Martin Muadi
El Salvador,"SSA INGENIEROS, S.A. DE C.V.",DG,ON-01918,INV/2022/1735,posted,2022-12-29 00:00:00,Martin Muadi,1,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",112,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,112,2905,Stock,0,0,0,0,0,0,INV,2022,1735,2023-09-28 16:35:08,112,2022-12,142,DG,Other,Martin Muadi
El Salvador,"Green Power, S.A. de C.V.",DG,ON-01936,INV/2022/1732,posted,2022-12-29 00:00:00,Martin Muadi,1,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",96,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,96,96,Stock,0,0,0,0,0,0,INV,2022,1732,2023-09-28 16:35:09,96,2022-12,140,DG,Other,Martin Muadi
El Salvador,"Green Power, S.A. de C.V.",DG,ON-01861,INV/2022/1738,posted,2022-12-29 00:00:00,Martin Muadi,1,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",96,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,96,5614,Stock,0,0,0,0,0,0,INV,2022,1738,2023-09-28 16:35:03,96,2022-12,138,DG,Other,Martin Muadi
El Salvador,"Green Power, S.A. de C.V.",DG,ON-01861,INV/2022/1738,posted,2022-12-29 00:00:00,Martin Muadi,1,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,506,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,506,5614,Stock,0,0,0,0,0,0,INV,2022,1738,2023-09-28 16:35:02,506,2022-12,137,DG,Other,Martin Muadi
Barbados,Prosolar 246 Inc.,DG,ON-01934,INV/2022/1727,posted,2022-12-28 00:00:00,Alejandra Soto,1,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",106,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,106,106,Stock,0,0,0,0,0,0,INV,2022,1727,2023-09-28 16:35:14,106,2022-12,143,DG,Other,Other
Curaçao,Critech Solutions BV,DG,ON-01928,INV/2022/1721,posted,2022-12-22 00:00:00,Alejandra Soto,1,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,427,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,427,477,Stock,0,0,0,0,0,0,INV,2022,1721,2023-09-28 16:35:25,427,2022-12,150,DG,Other,Other
Nicaragua,INVERSIONES KOMP S.A.,DG,ON-00967,INV/2022/1690,posted,2022-12-06 00:00:00,Dorian Flores,1,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",98,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,98,2643,Stock,0,0,0,0,0,0,INV,2022,1690,2023-09-28 16:36:10,98,2022-12,124,DG,Other,Other
Nicaragua,INVERSIONES KOMP S.A.,DG,ON-01799,INV/2022/1694,posted,2022-12-06 00:00:00,Dorian Flores,1,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",106,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,106,1197,Stock,0,0,0,0,0,0,INV,2022,1694,2023-09-28 16:36:04,106,2022-12,116,DG,Other,Other
Nicaragua,INVERSIONES KOMP S.A.,DG,ON-01799,INV/2022/1694,posted,2022-12-06 00:00:00,Dorian Flores,1,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",101,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,101,1197,Stock,0,0,0,0,0,0,INV,2022,1694,2023-09-28 16:36:04,101,2022-12,115,DG,Other,Other
Nicaragua,INVERSIONES KOMP S.A.,DG,ON-00967,INV/2022/1690,posted,2022-12-06 00:00:00,Dorian Flores,1,"[SDongleA-03-AU] Function Module, Inverter external 4G dongle, Communication Module, Supporting the communication for 10 devices at most",155,0,99.38,1,Neptune - Panamá,DG / Accessories Residential and C&I,155,2643,Stock,0,0,0,0,0,0,INV,2022,1690,2023-09-28 16:36:10,155,2022-12,117,DG,Other,Other
El Salvador,"San Isidro Fotovoltaica, S.A. de C.V.",Utility Scale,ON-01769,INV/2022/1687,posted,2022-12-05 00:00:00,Francisco Asturias,1,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,506,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,506,506,Stock,0,0,0,0,0,0,INV,2022,1687,2023-09-28 16:36:12,506,2022-12,127,DG,Other,Francisco Asturias
El Salvador,"Enersys Solar, S.A. de C.V.",DG,ON-01602,INV/2022/1688,posted,2022-12-05 00:00:00,Martin Muadi,1,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,506,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,506,506,Stock,0,0,0,0,0,0,INV,2022,1688,2023-09-28 16:36:12,506,2022-12,126,DG,Other,Martin Muadi
El Salvador,"IELOU Energy, SA de CV",DG,ON-01866,INV/2022/1680,posted,2022-11-30 00:00:00,Martin Muadi,1,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,506,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,506,506,Stock,0,0,0,0,0,0,INV,2022,1680,2023-09-28 16:36:19,506,2022-11,129,DG,Other,Martin Muadi
Costa Rica,"Inversiones Solalpi, S.A.",DG,ON-01562,INV/2022/1643,posted,2022-11-09 00:00:00,Alejandra Soto,1,"DDSU666-H, Smart power sensor, single-phase smart meter",48,0,37.58,1,Neptune - Panamá,DG / Accessories Residential and C&I,48,7084,Stock,0,0,0,0,0,0,INV,2022,1643,2023-09-28 16:37:12,48,2022-11,198,DG,Other,Other
Barbados,Prosolar 246 Inc.,DG,ON-01487,INV/2022/1641,posted,2022-11-08 00:00:00,Alejandra Soto,1,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",106,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,106,2792,Stock,0,0,0,0,0,0,INV,2022,1641,2023-09-28 16:37:15,106,2022-11,199,DG,Other,Other
Jamaica,FOSRICH CO. LTD.,DG,ON-01477,INV/2022/1621,posted,2022-10-19 00:00:00,Martin Muadi,1,"[SDongleA-03-AU] Function Module, Inverter external 4G dongle, Communication Module, Supporting the communication for 10 devices at most",116,0,99.38,1,Neptune - Panamá,DG / Accessories Residential and C&I,116,98223,Stock,0,0,0,0,0,0,INV,2022,1621,2023-09-28 16:37:45,116,2022-10,206,DG,Other,Martin Muadi
El Salvador,"Enersys Solar, S.A. de C.V.",DG,ON-01601,INV/2022/1586,posted,2022-09-30 00:00:00,Martin Muadi,1,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",55,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,55,6516,Stock,0,0,0,0,0,0,INV,2022,1586,2023-09-28 16:38:35,55,2022-09,170,DG,Other,Martin Muadi
El Salvador,Inversiones Merelec S.A. de C.V.,DG,ON-01532,INV/2022/1575,posted,2022-09-22 00:00:00,Martin Muadi,1,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",107,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,107,19479,Stock,0,0,0,0,0,0,INV,2022,1575,2023-09-28 16:38:48,107,2022-09,178,DG,Other,Martin Muadi
El Salvador,"San Isidro Fotovoltaica, S.A. de C.V.",Utility Scale,ON-01666,INV/2022/1577,posted,2022-09-22 00:00:00,Francisco Asturias,1,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,506,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,506,506,Stock,0,0,0,0,0,0,INV,2022,1577,2023-09-28 16:38:46,506,2022-09,179,DG,Other,Francisco Asturias
El Salvador,Inversiones Merelec S.A. de C.V.,DG,ON-01532,INV/2022/1575,posted,2022-09-22 00:00:00,Martin Muadi,1,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,668,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,668,19479,Stock,0,0,0,0,0,0,INV,2022,1575,2023-09-28 16:38:49,668,2022-09,180,DG,Other,Martin Muadi
El Salvador,Inversiones Merelec S.A. de C.V.,DG,ON-01532,INV/2022/1575,posted,2022-09-22 00:00:00,Martin Muadi,1,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",112,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,112,19479,Stock,0,0,0,0,0,0,INV,2022,1575,2023-09-28 16:38:50,112,2022-09,181,DG,Other,Martin Muadi
El Salvador,"Enerland Group El Salvador, S.A. de C.V.",DG,ON-01398,INV/2022/1571,posted,2022-09-21 00:00:00,Martin Muadi,1,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",112,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,112,3071,Stock,0,0,0,0,0,0,INV,2022,1571,2023-09-28 16:38:54,112,2022-09,182,DG,Other,Martin Muadi
El Salvador,"Enerland Group El Salvador, S.A. de C.V.",DG,ON-01398,INV/2022/1571,posted,2022-09-21 00:00:00,Martin Muadi,1,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",107,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,107,3071,Stock,0,0,0,0,0,0,INV,2022,1571,2023-09-28 16:38:55,107,2022-09,183,DG,Other,Martin Muadi
Costa Rica,Solar Ing Costa Rica,DG,ON-01551,INV/2022/1564,posted,2022-09-13 00:00:00,Alejandra Soto,1,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,636,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,636,686,Stock,0,0,0,0,0,0,INV,2022,1564,2023-09-28 16:39:05,636,2022-09,108,DG,Other,Other
Curaçao,Critech Solutions BV,DG,ON-01516,INV/2022/1563,posted,2022-09-10 00:00:00,Alejandra Soto,1,"[SDongleA-03-AU] Function Module, Inverter external 4G dongle, Communication Module, Supporting the communication for 10 devices at most",159,0,99.38,1,Neptune - Panamá,DG / Accessories Residential and C&I,159,7920,Stock,0,0,0,0,0,0,INV,2022,1563,2023-09-28 16:39:06,159,2022-09,107,DG,Other,Other
Saint Vincent and the Grenadines,SVG Solar Teck Ltd.,DG,ON-01570,INV/2022/1554,posted,2022-09-05 00:00:00,Alejandra Soto,1,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",91,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,91,1327,Stock,0,0,0,0,0,0,INV,2022,1554,2023-09-28 16:39:20,91,2022-09,31,DG,Other,Other
El Salvador,Roberto Antonio Posas Guevara,DG,ON-01587,INV/2022/1539,posted,2022-08-30 00:00:00,Martin Muadi,1,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",107,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,107,1147,Stock,0,0,0,0,0,0,INV,2022,1539,2023-09-28 16:39:35,107,2022-08,37,DG,Other,Martin Muadi
El Salvador,Volta Ingenieros Consultores S.A. de C.V.,DG,ON-01595,INV/2022/1541,posted,2022-08-30 00:00:00,Martin Muadi,1,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",55,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,55,3747,Stock,0,0,0,0,0,0,INV,2022,1541,2023-09-28 16:39:33,55,2022-08,38,DG,Other,Martin Muadi
El Salvador,"Green Power, S.A. de C.V.",DG,ON-01499,INV/2022/1527,posted,2022-08-25 00:00:00,Martin Muadi,1,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",96,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,96,923,Stock,0,0,0,0,0,0,INV,2022,1527,2023-09-28 16:40:25,96,2022-08,50,DG,Other,Martin Muadi
El Salvador,"Enersys Solar, S.A. de C.V.",DG,ON-01248,INV/2022/1523,posted,2022-08-18 00:00:00,Martin Muadi,1,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",50,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,50,2772,Stock,0,0,0,0,0,0,INV,2022,1523,2023-09-28 16:40:29,50,2022-08,25,DG,Other,Martin Muadi
Barbados,Prosolar 246 Inc.,DG,ON-01250,INV/2022/1492,posted,2022-07-18 00:00:00,Martin Muadi,1,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",103,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,103,6262,Stock,0,0,0,0,0,0,INV,2022,1492,2023-09-28 16:41:19,103,2022-07,12,DG,Other,Martin Muadi
Jamaica,REIL Energy Limited,DG,ON-01319,INV/2022/1482,posted,2022-07-06 00:00:00,Martin Muadi,1,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",91,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,91,19561,Stock,0,0,0,0,0,0,INV,2022,1482,2023-09-28 16:41:38,91,2022-07,17,DG,Other,Martin Muadi
Panama,"Istmo Energy Control, S.A.",DG,ON-01164,INV/2022/1469,posted,2022-06-29 00:00:00,Alejandra Soto,1,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,618,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,618,618,Stock,0,0,0,0,0,0,INV,2022,1469,2023-09-28 16:42:05,618,2022-06,26,DG,Other,Other
Barbados,Future Energy Caribbean,DG,ON-01147,INV/2022/1459,posted,2022-06-20 00:00:00,Martin Muadi,1,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",98,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,98,4346,Stock,0,0,0,0,0,0,INV,2022,1459,2023-09-28 16:42:24,98,2022-06,86,DG,Other,Martin Muadi
Nicaragua,"Makiber, S.A.",DG,ON-01012,INV/2022/1452,posted,2022-06-15 00:00:00,Dorian Flores,1,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",98,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,98,3216,Stock,0,0,0,0,0,0,INV,2022,1452,2023-09-28 16:42:34,98,2022-06,97,DG,Other,Other
Nicaragua,"Makiber, S.A.",DG,ON-01012,INV/2022/1452,posted,2022-06-15 00:00:00,Dorian Flores,1,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,618,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,618,3216,Stock,0,0,0,0,0,0,INV,2022,1452,2023-09-28 16:42:34,618,2022-06,96,DG,Other,Other
El Salvador,"Green Power, S.A. de C.V.",DG,ON-01355,INV/2022/1449,posted,2022-06-14 00:00:00,Martin Muadi,1,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",96,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,96,973,Stock,0,0,0,0,0,0,INV,2022,1449,2023-09-28 16:42:37,96,2022-06,98,DG,Other,Martin Muadi
El Salvador,"Soluciones en Conectividad, S.A. de C.V.",DG,ON-01352,INV/2022/1448,posted,2022-06-10 00:00:00,Alejandra Soto,1,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,481,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,481,4767,Stock,0,0,0,0,0,0,INV,2022,1448,2023-09-28 16:42:39,481,2022-06,99,DG,Other,Other
El Salvador,TACOPLAST S.A. DE C.V.,DG,ON-00977,INV/2022/1447,posted,2022-06-08 00:00:00,Martin Muadi,1,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,630,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,630,65167,Stock,0,0,0,0,0,0,INV,2022,1447,2023-09-28 16:42:40,630,2022-06,101,DG,Other,Martin Muadi
El Salvador,Inversiones Merelec S.A. de C.V.,DG,ON-01321,INV/2022/1444,posted,2022-06-07 00:00:00,Martin Muadi,1,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",106,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,106,2872,Stock,0,0,0,0,0,0,INV,2022,1444,2023-09-28 16:42:42,106,2022-06,102,DG,Other,Martin Muadi
Nicaragua,TECNOSOLUCION S.A.,DG,ON-01236,INV/2022/1435,posted,2022-05-26 00:00:00,Dorian Flores,1,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",49,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,49,20945,Stock,0,0,0,0,0,0,INV,2022,1435,2023-09-28 16:42:54,49,2022-05,81,DG,Other,Other
El Salvador,"Green Power, S.A. de C.V.",DG,ON-01245,INV/2022/1426,posted,2022-05-17 00:00:00,Martin Muadi,1,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",99,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,99,1029,Stock,0,0,0,0,0,0,INV,2022,1426,2023-09-28 16:43:15,99,2022-05,60,DG,Other,Martin Muadi
Honduras,"Soluciones en Conectividad Honduras, S.A. de C.V.",DG,ON-01231,INV/2022/1424,posted,2022-05-13 00:00:00,Alejandra Soto,1,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,469,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,469,3721,Stock,0,0,0,0,0,0,INV,2022,1424,2023-09-28 16:43:18,469,2022-05,61,DG,Other,Other
Barbados,Williams everGreen Ltd.,DG,ON-01219,INV/2022/1423,posted,2022-05-12 00:00:00,Martin Muadi,1,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,469,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,469,6228,Stock,0,0,0,0,0,0,INV,2022,1423,2023-09-28 16:43:21,469,2022-05,62,DG,Other,Martin Muadi
El Salvador,"Green Power, S.A. de C.V.",DG,ON-01226,INV/2022/1420,posted,2022-05-11 00:00:00,Martin Muadi,1,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",104,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,104,104,Stock,0,0,0,0,0,0,INV,2022,1420,2023-09-28 16:43:24,104,2022-05,63,DG,Other,Martin Muadi
El Salvador,ATLAS RENOVABLES S.A. DE C.V.,DG,ON-01188,INV/2022/1410,posted,2022-05-03 00:00:00,Martin Muadi,1,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,474,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,474,9988,Stock,0,0,0,0,0,0,INV,2022,1410,2023-09-28 16:43:35,474,2022-05,67,DG,Other,Martin Muadi
El Salvador,"Green Power, S.A. de C.V.",DG,ON-01185,INV/2022/1406,posted,2022-04-25 00:00:00,Martin Muadi,1,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",99,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,99,1771,Stock,0,0,0,0,0,0,INV,2022,1406,2023-09-28 16:43:42,99,2022-04,71,DG,Other,Martin Muadi
El Salvador,"Green Power, S.A. de C.V.",DG,ON-01185,INV/2022/1406,posted,2022-04-25 00:00:00,Martin Muadi,1,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,624,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,624,1771,Stock,0,0,0,0,0,0,INV,2022,1406,2023-09-28 16:43:41,624,2022-04,70,DG,Other,Martin Muadi
El Salvador,"Enersys Solar, S.A. de C.V.",DG,ON-01144,INV/2022/1401,posted,2022-04-20 00:00:00,Martin Muadi,1,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",89,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,89,11771,Stock,0,0,0,0,0,0,INV,2022,1401,2023-09-28 16:43:48,89,2022-04,76,DG,Other,Martin Muadi
Honduras,IELOU Energy HN S.A. de C.V.,DG,ON-01035,INV/2022/1391,posted,2022-04-07 00:00:00,Martin Muadi,1,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",49,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,49,2667,Stock,0,0,0,0,0,0,INV,2022,1391,2023-09-28 16:44:05,49,2022-04,301,DG,Other,Martin Muadi
Honduras,IELOU Energy HN S.A. de C.V.,DG,ON-01034,INV/2022/1390,posted,2022-04-07 00:00:00,Martin Muadi,1,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,469,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,469,10550,Stock,0,0,0,0,0,0,INV,2022,1390,2023-09-28 16:44:06,469,2022-04,278,DG,Other,Martin Muadi
Honduras,IELOU Energy HN S.A. de C.V.,DG,ON-01033,INV/2022/1389,posted,2022-04-07 00:00:00,Martin Muadi,1,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,469,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,469,45772,Stock,0,0,0,0,0,0,INV,2022,1389,2023-09-28 16:44:08,469,2022-04,305,DG,Other,Martin Muadi
Honduras,IELOU Energy HN S.A. de C.V.,DG,ON-01036,INV/2022/1392,posted,2022-04-07 00:00:00,Martin Muadi,1,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",49,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,49,4810,Stock,0,0,0,0,0,0,INV,2022,1392,2023-09-28 16:44:03,49,2022-04,297,DG,Other,Martin Muadi
Turks and Caicos Islands,Smartsolar Ltd.,Utility Scale,"ON-01073, ON-01027, ON-01126, ON-01074, ON-01124, ON-01028",INV/2022/1384,posted,2022-04-04 00:00:00,Francisco Asturias,1,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",88,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,88,10557,Stock,0,0,0,0,0,0,INV,2022,1384,2023-09-28 16:44:25,88,2022-04,227,DG,Other,Francisco Asturias
Turks and Caicos Islands,Smartsolar Ltd.,Utility Scale,"ON-01073, ON-01027, ON-01126, ON-01074, ON-01124, ON-01028",INV/2022/1384,posted,2022-04-04 00:00:00,Francisco Asturias,1,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",49,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,49,10557,Stock,0,0,0,0,0,0,INV,2022,1384,2023-09-28 16:44:24,49,2022-04,226,DG,Other,Francisco Asturias
Turks and Caicos Islands,Smartsolar Ltd.,Utility Scale,"ON-01073, ON-01027, ON-01126, ON-01074, ON-01124, ON-01028",INV/2022/1384,posted,2022-04-04 00:00:00,Francisco Asturias,1,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",88,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,88,10557,Stock,0,0,0,0,0,0,INV,2022,1384,2023-09-28 16:44:26,88,2022-04,224,DG,Other,Francisco Asturias
Turks and Caicos Islands,Smartsolar Ltd.,Utility Scale,"ON-01073, ON-01027, ON-01126, ON-01074, ON-01124, ON-01028",INV/2022/1384,posted,2022-04-04 00:00:00,Francisco Asturias,1,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",49,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,49,10557,Stock,0,0,0,0,0,0,INV,2022,1384,2023-09-28 16:44:28,49,2022-04,243,DG,Other,Francisco Asturias
Turks and Caicos Islands,Smartsolar Ltd.,Utility Scale,"ON-01073, ON-01027, ON-01126, ON-01074, ON-01124, ON-01028",INV/2022/1384,posted,2022-04-04 00:00:00,Francisco Asturias,1,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",103,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,103,10557,Stock,0,0,0,0,0,0,INV,2022,1384,2023-09-28 16:44:18,103,2022-04,238,DG,Other,Francisco Asturias
Turks and Caicos Islands,Smartsolar Ltd.,Utility Scale,"ON-01073, ON-01027, ON-01126, ON-01074, ON-01124, ON-01028",INV/2022/1384,posted,2022-04-04 00:00:00,Francisco Asturias,1,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",49,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,49,10557,Stock,0,0,0,0,0,0,INV,2022,1384,2023-09-28 16:44:23,49,2022-04,231,DG,Other,Francisco Asturias
Turks and Caicos Islands,Smartsolar Ltd.,Utility Scale,"ON-01073, ON-01027, ON-01126, ON-01074, ON-01124, ON-01028",INV/2022/1384,posted,2022-04-04 00:00:00,Francisco Asturias,1,"[SDongleA-05] Inverter external WLAN-FE Dongle, Supporting the communication for 10 devices at most",49,0,39.92,1,Neptune - Panamá,DG / Accessories Residential and C&I,49,10557,Stock,0,0,0,0,0,0,INV,2022,1384,2023-09-28 16:44:26,49,2022-04,229,DG,Other,Francisco Asturias
Turks and Caicos Islands,Smartsolar Ltd.,Utility Scale,"ON-01073, ON-01027, ON-01126, ON-01074, ON-01124, ON-01028",INV/2022/1384,posted,2022-04-04 00:00:00,Francisco Asturias,1,"DTSU666-H, Smart power sensor, three-phase smart meter, 250A",88,0,59.18,1,Neptune - Panamá,DG / Accessories Residential and C&I,88,10557,Stock,0,0,0,0,0,0,INV,2022,1384,2023-09-28 16:44:19,88,2022-04,307,DG,Other,Francisco Asturias
