Pais,Cliente,Clasificacion,Orden de compra,No.defactura,Estado de la Factura,fecha de factura,Comercial,Cantidad,Nombre de producto,Precio unitario,Descuento,Costo U,Almacen.0,Almacen.1,Segmento,Total Producto,Monto total,Referencia,Capacidad_a_kwh,Potencia_kw,Potencia_t_mva,Total Potencia kW,Total Potencia de Transformadores MVA,Total Capacidad de almacenamiento kWh,Prefix,Year,Invoice_No,Hora de extracción,Amount,Year Month,Index,Classificacion New,Segmento (Grouped),Comercial (Grouped)
Spain,"Aplicaciones Tecnicas de la Energia, S.L.",Utility Scale,ON-00127,INV/2021/1286,posted,2021-11-29 00:00:00,Guillermo Antonio Contreras Aguirre,1,Commissioning,7000,0,7000,1,Neptune - Panamá,Utility Scale / STS / Services,7000,13422.5,PO 3093,0,0,0,0,0,0,INV,2021,1286,2023-09-28 16:27:54,7000,2021-11,2128,Utility Scale,Other,Other
Spain,"Aplicaciones Tecnicas de la Energia, S.L.",Utility Scale,ON-00127,INV/2021/1286,posted,2021-11-29 00:00:00,Guillermo Antonio Contreras Aguirre,1,SmartACU2000B-D-PLC,3134,0,2569.6,1,Neptune - Panamá,Utility Scale / Monitoring,3134,13422.5,PO 3093,0,0,0,0,0,0,INV,2021,1286,2023-09-28 16:27:53,3134,2021-11,1975,Utility Scale,Other,Other
Spain,"Aplicaciones Tecnicas de la Energia, S.L.",Utility Scale,ON-00127,INV/2021/1190,posted,2021-06-18 00:00:00,Guillermo Antonio Contreras Aguirre,1,Anticipo de Clientes,120802.5,0,0,1,Neptune - Panamá,Utility Scale / Orden Parcial,120802.5,120802.5,PO 3093,0,0,0,0,0,0,INV,2021,1190,2023-09-28 16:31:42,120802.5,2021-06,2045,Utility Scale,Utility Scale / Orden Parcial,Other
El Salvador,Indasa S.A. de C.V.,DG,ON-02540,NC/2023/0037,posted,2023-07-25 00:00:00,Martin Muadi,1,Equipo para demostración,622,0,0,1,Neptune - Panamá,Others / Notas de Crédito,622,-622,Reversión de: INV/2023/2010,0,0,0,0,0,0,NC,2023,37,2023-11-30 06:05:07,-622,2023-07,1224,DG,Other,Martin Muadi
El Salvador,Comercializadora de Energia Electrica San Rafael S.A. de C.V.,DG,ON-02439,NC/2023/0034,posted,2023-06-30 00:00:00,Martin Muadi,1,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,549.43,0,345,1,Neptune - Panamá,DG / Accessories Residential and C&I,549.43,-9801.25,"Reversión de: INV/2023/1986, INV/2023/1986 Cliente R & S Solar Ref ON-02439",0,0,0,0,0,0,NC,2023,34,2023-11-30 06:06:40,-549.43,2023-06,742,DG,Other,Martin Muadi
El Salvador,Comercializadora de Energia Electrica San Rafael S.A. de C.V.,DG,ON-02438,NC/2023/0035,posted,2023-06-30 00:00:00,Martin Muadi,1,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,548.75,0,345,1,Neptune - Panamá,DG / Accessories Residential and C&I,548.75,-35841.8,"Reversión de: INV/2023/1987, Cliente R & S Solar Ref ON-02438",0,0,0,0,0,0,NC,2023,35,2023-11-30 06:06:39,-548.75,2023-06,740,DG,Other,Martin Muadi
El Salvador,"Potenza, S.A. de C.V.",Utility Scale,ON-02094,NC/2023/0027,posted,2023-05-25 00:00:00,Raul Davila,1,Commissioning,1087.5,0,7000,1,Neptune - Panamá,Utility Scale / STS / Services,1087.5,-1087.5,"Reversión de: INV/2023/1895, Se reversa el 25% del valor de la factura",0,0,0,0,0,0,NC,2023,27,2023-11-30 06:09:13,-1087.5,2023-05,2138,Utility Scale,Other,Other
El Salvador,"Potenza, S.A. de C.V.",Utility Scale,ON-02094,NC/2023/0023,posted,2023-05-09 00:00:00,Raul Davila,1,Commissioning,4350,0,7000,1,Neptune - Panamá,Utility Scale / STS / Services,4350,-4350,"Reversión de: INV/2023/1819, Se emitirá una factura nueva con 25% de ISR +",0,0,0,0,0,0,NC,2023,23,2023-11-30 06:10:24,-4350,2023-05,2139,Utility Scale,Other,Other
Guatemala,"Cenit, S.A.",Utility Scale,ON-01023,NC/2023/0022,posted,2023-04-30 00:00:00,Francisco Asturias,1,Commissioning,8750,0,7000,1,Neptune - Panamá,Utility Scale / STS / Services,8750,-8750,"Reversión de: INV/2023/1871, Ya no procede, Erick autorizó que ON, S.A facture a Cenit",0,0,0,0,0,0,NC,2023,22,2023-11-30 06:10:35,-8750,2023-04,2135,Utility Scale,Other,Francisco Asturias
Panama,Panasolar Green Energy Corp.,DG,false,NC/2022/0091,posted,2022-12-31 00:00:00,Dina Marlene López Roldán,1,Descuentos Sobre Ventas,7337.07,0,0,1,Neptune - Panamá,Others / Notas de Crédito,7337.07,-7337.07,false,0,0,0,0,0,0,NC,2022,91,2023-09-28 16:34:46,-7337.07,2022-12,1247,DG,Other,Other
El Salvador,"Potenza, S.A. de C.V.",DG,false,NC/2022/0087,posted,2022-12-30 00:00:00,Stephany Moran,1,Commissioning,280,0,7000,1,Neptune - Panamá,Utility Scale / STS / Services,280,-280,false,0,0,0,0,0,0,NC,2022,87,2023-09-28 16:34:50,-280,2022-12,2132,Utility Scale,Other,Other
Guatemala,"Operadores Nacionales, S.A.",DG,false,NC/2022/0083,posted,2022-12-30 00:00:00,Dina Marlene López Roldán,1,Descuentos Sobre Ventas,16542.84,0,0,1,Neptune - Panamá,Others / Notas de Crédito,16542.84,-16542.84,false,0,0,0,0,0,0,NC,2022,83,2023-09-28 16:34:52,-16542.84,2022-12,1238,DG,Other,Other
Guatemala,"Operadores Nacionales, S.A.",DG,false,NC/2022/0081,posted,2022-11-29 00:00:00,Dina Marlene López Roldán,1,Descuentos Sobre Ventas,7303.25,0,0,1,Neptune - Panamá,Others / Notas de Crédito,7303.25,-7303.25,false,0,0,0,0,0,0,NC,2022,81,2023-09-28 16:36:20,-7303.25,2022-11,1245,DG,Other,Other
Guatemala,"Operadores Nacionales, S.A.",DG,false,NC/2022/0078,posted,2022-10-31 00:00:00,Dina Marlene López Roldán,1,Descuentos Sobre Ventas,23455.81,0,0,1,Neptune - Panamá,Others / Notas de Crédito,23455.81,-23455.81,false,0,0,0,0,0,0,NC,2022,78,2023-09-28 16:37:21,-23455.81,2022-10,1222,DG,Other,Other
Guatemala,"Operadores Nacionales, S.A.",DG,false,NC/2022/0077,posted,2022-09-30 00:00:00,Stephany Moran,1,Descuentos Sobre Ventas,7591.29,0,0,1,Neptune - Panamá,Others / Notas de Crédito,7591.29,-7591.29,Abono a factura 1534,0,0,0,0,0,0,NC,2022,77,2023-09-28 16:38:18,-7591.29,2022-09,1237,DG,Other,Other
Guatemala,"Operadores Nacionales, S.A.",DG,false,NC/2022/0074,posted,2022-09-14 00:00:00,Stephany Moran,1,Descuentos Sobre Ventas,2076.82,0,0,1,Neptune - Panamá,Others / Notas de Crédito,2076.82,-2076.82,Por 2 inversores 6ktl de cortesía para cliente Jorge Castellanos Guatemala,0,0,0,0,0,0,NC,2022,74,2023-09-28 16:39:03,-2076.82,2022-09,1231,DG,Other,Other
El Salvador,"Potenza, S.A. de C.V.",Utility Scale,ON-01294,NC/2022/0073,posted,2022-08-31 00:00:00,Francisco Asturias,1,Anticipo de Clientes,39704.03,0,0,1,Neptune - Panamá,Utility Scale / Orden Parcial,39704.03,-39704.03,"Reversión de: INV/2022/1457, Por error en nombre del cliente.",0,0,0,0,0,0,NC,2022,73,2023-09-28 16:39:23,-39704.03,2022-08,2041,Utility Scale,Utility Scale / Orden Parcial,Francisco Asturias
Guatemala,"Operadores Nacionales, S.A.",Sales,false,NC/2022/0072,posted,2022-08-30 00:00:00,Dina Marlene López Roldán,1,Descuentos Sobre Ventas,18570.37,0,0,1,Neptune - Panamá,Others / Notas de Crédito,18570.37,-18570.37,false,0,0,0,0,0,0,NC,2022,72,2023-09-28 16:39:31,-18570.37,2022-08,1227,DG,Other,Other
El Salvador,"Potenza, S.A. de C.V.",Utility Scale,ON-00731,NC/2022/0070,posted,2022-08-29 00:00:00,Francisco Asturias,1,Anticipo de Clientes,291953.48,0,0,1,Neptune - Panamá,Utility Scale / Orden Parcial,291953.48,-291953.48,"Reversión de: INV/2022/1453, Por error en nombre de cliente",0,0,0,0,0,0,NC,2022,70,2023-09-28 16:39:51,-291953.48,2022-08,2044,Utility Scale,Utility Scale / Orden Parcial,Francisco Asturias
Guatemala,"Operadores Nacionales, S.A.",Sales,false,NC/2022/0067,posted,2022-07-21 00:00:00,Dina Marlene López Roldán,1,Descuentos Sobre Ventas,7234.8,0,0,1,Neptune - Panamá,Others / Notas de Crédito,7234.8,-7234.8,"EQUIPOS DEMO, SHOWROOM, Y CORTESIA A CLIENTES",0,0,0,0,0,0,NC,2022,67,2023-09-28 16:41:10,-7234.8,2022-07,1225,DG,Other,Other
Guatemala,"Operadores Nacionales, S.A.",Sales,false,NC/2022/0065,posted,2022-06-30 00:00:00,Dina Marlene López Roldán,1,Descuentos Sobre Ventas,18721.22,0,0,1,Neptune - Panamá,Others / Notas de Crédito,18721.22,-18721.22,GASTOS VARIOS,0,0,0,0,0,0,NC,2022,65,2023-09-28 16:41:45,-18721.22,2022-06,1239,DG,Other,Other
Guatemala,"Operadores Nacionales, S.A.",Sales,false,NC/2022/0062,posted,2022-05-26 00:00:00,Dina Marlene López Roldán,1,Descuentos Sobre Ventas,15494.43,0,0,1,Neptune - Panamá,Others / Notas de Crédito,15494.43,-15494.43,"GASTOS VARIOS, OFICINAS OFIBODEGAS, AVALUOS,",0,0,0,0,0,0,NC,2022,62,2023-09-28 16:42:50,-15494.43,2022-05,1235,DG,Other,Other
Dominican Republic,"Unitrade, S.R.L.",Utility Scale,ON-00989,RINV/2022/0056,posted,2022-01-31 00:00:00,Francisco Asturias,1,Equipo para demostración,182,0,0,1,Neptune - Panamá,Others / Notas de Crédito,182,-182,"Reversión de: INV/2022/1328, Factura solamente para despacho, accesorios se enviaron gratis a Unitrade.",0,0,0,0,0,0,RINV,2022,56,2023-09-28 16:46:09,-182,2022-01,1240,DG,Other,Francisco Asturias
Guatemala,"Operadores Nacionales, S.A.",Sales,false,RINV/2021/0048,posted,2021-12-31 00:00:00,Dina Marlene López Roldán,1,Descuentos Sobre Ventas,24509.42,0,0,1,Neptune - Panamá,Others / Notas de Crédito,24509.42,-24509.42,"Gastos Evento Casa Ariana, Canastas Navideñas, Promocionales, atención a clientes, convivio 2021",0,0,0,0,0,0,RINV,2021,48,2023-09-28 16:27:05,-24509.42,2021-12,1228,DG,Other,Other
El Salvador,"Enersys Solar, S.A. de C.V.",DG,ON-00797,RINV/2021/0038,posted,2021-11-10 00:00:00,Martin Muadi,1,[LUNA2000-5KW-C0] Battery Controller,626,0,642.99,1,Neptune - Panamá,DG / Residential / ESS,626,-8229,"Reversión de: INV/2021/1269, Se modificará pedido a petición de cliente.",0,0,0,0,0,0,RINV,2021,38,2023-09-28 16:28:27,-626,2021-11,1318,DG,Other,Martin Muadi
Dominican Republic,"Unitrade, S.R.L.",Utility Scale,ON-00756,RINV/2021/0029,posted,2021-10-05 00:00:00,Francisco Asturias,1,[LUNA2000-5KW-C0] Battery Controller,591,0,642.99,1,Neptune - Panamá,DG / Residential / ESS,591,-2351,"Reversión de: INV/2021/1243, Productos de reclamo",0,0,0,0,0,0,RINV,2021,29,2023-09-28 16:29:06,-591,2021-10,1265,DG,Other,Francisco Asturias
Dominican Republic,"Unitrade, S.R.L.",Utility Scale,ON-00087,RINV/2021/0027,posted,2021-09-21 00:00:00,Guillermo Antonio Contreras Aguirre,1,[Backup Box-B0],183,0,313.05,1,Neptune - Panamá,DG / Residential / ESS / Accessory,183,-183,"Reversión de: INV/2021/1168, Nombre de cliente incorrecto",0,0,0,0,0,0,RINV,2021,27,2023-09-28 16:29:31,-183,2021-09,1514,DG,Other,Other
Guatemala,"Operadores Nacionales, S.A.",Sales,false,RINV/2021/0026,posted,2021-09-07 00:00:00,Dina Marlene López Roldán,1,Equipo para demostración,343,0,0,1,Neptune - Panamá,Others / Notas de Crédito,343,-343,INVOICE 2021/1236,0,0,0,0,0,0,RINV,2021,26,2023-09-28 16:29:47,-343,2021-09,1234,DG,Other,Other
Guatemala,"Operadores Nacionales, S.A.",Sales,false,RINV/2021/0022,posted,2021-08-31 00:00:00,Dina Marlene López Roldán,1,Descuentos Sobre Ventas,784,0,0,1,Neptune - Panamá,Others / Notas de Crédito,784,-784,INVOICE 2021/1153,0,0,0,0,0,0,RINV,2021,22,2023-09-28 16:29:58,-784,2021-08,1236,DG,Other,Other
Guatemala,"Operadores Nacionales, S.A.",Sales,false,RINV/2021/0023,posted,2021-08-31 00:00:00,Dina Marlene López Roldán,1,Descuentos Sobre Ventas,1609.31,0,0,1,Neptune - Panamá,Others / Notas de Crédito,1609.31,-1609.31,INVOICE 2021/1153,0,0,0,0,0,0,RINV,2021,23,2023-09-28 16:29:57,-1609.31,2021-08,1241,DG,Other,Other
Guatemala,"Operadores Nacionales, S.A.",Sales,false,RINV/2021/0021,posted,2021-08-31 00:00:00,Dina Marlene López Roldán,1,Descuentos Sobre Ventas,9662.67,0,0,1,Neptune - Panamá,Others / Notas de Crédito,9662.67,-9662.67,INVOICE/2021/1153,0,0,0,0,0,0,RINV,2021,21,2023-09-28 16:29:58,-9662.67,2021-08,1242,DG,Other,Other
Guatemala,"Operadores Nacionales, S.A.",Sales,false,RINV/2021/0024,posted,2021-08-31 00:00:00,Dina Marlene López Roldán,1,Equipo para demostración,1805,0,0,1,Neptune - Panamá,Others / Notas de Crédito,1805,-2360,INVOICE 2021/1153,0,0,0,0,0,0,RINV,2021,24,2023-09-28 16:29:56,-1805,2021-08,1243,DG,Other,Other
Guatemala,"Operadores Nacionales, S.A.",Sales,false,RINV/2021/0025,posted,2021-08-31 00:00:00,Dina Marlene López Roldán,1,Equipo para demostración,711,0,0,1,Neptune - Panamá,Others / Notas de Crédito,711,-711,INVOICE 2021/1206,0,0,0,0,0,0,RINV,2021,25,2023-09-28 16:29:55,-711,2021-08,1244,DG,Other,Other
Guatemala,"Operadores Nacionales, S.A.",Sales,false,RINV/2021/0024,posted,2021-08-31 00:00:00,Dina Marlene López Roldán,1,Equipo para demostración,555,0,0,1,Neptune - Panamá,Others / Notas de Crédito,555,-2360,INVOICE 2021/1153,0,0,0,0,0,0,RINV,2021,24,2023-09-28 16:29:56,-555,2021-08,1246,DG,Other,Other
El Salvador,"Enersys Solar, S.A. de C.V.",DG,ON-00655,RINV/2021/0018,posted,2021-08-19 00:00:00,Martin Muadi,1,[LUNA2000-5KW-C0] Battery Controller,626,0,642.99,1,Neptune - Panamá,DG / Residential / ESS,626,-6944,"Reversión de: INV/2021/1216, No aplica cargo por transferencia bancaria",0,0,0,0,0,0,RINV,2021,18,2023-09-28 16:30:29,-626,2021-08,1372,DG,Other,Martin Muadi
El Salvador,"Enersys Solar, S.A. de C.V.",DG,ON-00655,RINV/2021/0018,posted,2021-08-19 00:00:00,Martin Muadi,1,[Backup Box-B0],374,0,313.05,1,Neptune - Panamá,DG / Residential / ESS / Accessory,374,-6944,"Reversión de: INV/2021/1216, No aplica cargo por transferencia bancaria",0,0,0,0,0,0,RINV,2021,18,2023-09-28 16:30:31,-374,2021-08,1534,DG,Other,Martin Muadi
Panama,"SOLAR PLUS PANAMA, S.A.",DG,ON-00316,RINV/2021/0017,posted,2021-08-18 00:00:00,Guillermo Callen Alvarez,1,Descuentos Sobre Ventas,372,0,0,1,Neptune - Panamá,Others / Notas de Crédito,372,-372,"Reversión de: INV/2021/1174 - INV/2021/1215, Cambio de precios",0,0,0,0,0,0,RINV,2021,17,2023-09-28 16:30:36,-372,2021-08,1229,DG,Other,Other
Panama,"ISMORA, S.A.",DG,ON-00370,RINV/2021/0004,posted,2021-04-27 00:00:00,Guillermo Callen Alvarez,1,[LUNA2000-5KW-C0] Battery Controller,737,0,642.99,1,Neptune - Panamá,DG / Residential / ESS,737,-4068.9,"Reversión de: INV/2021/1152, Se facturó parcial/se emitirá una nueva por la totalidad",0,0,0,0,0,0,RINV,2021,4,2023-09-28 16:32:31,-737,2021-04,1359,DG,Other,Other
El Salvador,Compound Energy S.A. de C.V.,DG,ON-00296,RINV/2021/0003,posted,2021-03-31 00:00:00,Martin Muadi,1,SmartLogger3000A01AU Solar Smart Monitor & Data Logger with 4G,630,0,376.36,1,Neptune - Panamá,DG / Accessories Residential and C&I,630,-25726,"Reversión de: INV/2021/1134, Precios y unidades de equipos incorrectos",0,0,0,0,0,0,RINV,2021,3,2023-09-28 16:32:45,-630,2021-03,52,DG,Other,Martin Muadi
Panama,"Aguafuerte, S.A.",Utility Scale,ON-02060,INV/2023/2109,posted,2023-10-23 00:00:00,Francisco Asturias,2,[JUPITER-6000K-H1],167000,0,0,1,Neptune - Panamá,Utility Scale / STS,334000,334000,Dropship,0,0,6.6,0,13.2,0,INV,2023,2109,2023-11-30 06:01:38,334000,2023-10,2072,Utility Scale,Utility Scale / STS,Francisco Asturias
Panama,Aquavoltaics S.A.,Utility Scale,ON-02063,INV/2023/2110,posted,2023-10-23 00:00:00,Francisco Asturias,2,[JUPITER-6000K-H1],167000,0,0,1,Neptune - Panamá,Utility Scale / STS,334000,334000,Dropship,0,0,6.6,0,13.2,0,INV,2023,2110,2023-11-30 06:01:37,334000,2023-10,2074,Utility Scale,Utility Scale / STS,Francisco Asturias
Panama,Caldera Energy Corp,Utility Scale,ON-02087,INV/2023/2075,posted,2023-09-19 00:00:00,Francisco Asturias,1,[JUPITER-6000K-H1],155428.89,0,0,1,Neptune - Panamá,Utility Scale / STS,155428.89,155428.89,Dropship,0,0,6.6,0,6.6,0,INV,2023,2075,2023-11-30 06:02:45,155428.89,2023-09,2079,Utility Scale,Utility Scale / STS,Francisco Asturias
Panama,"Istmo Energy Control, S.A.",Utility Scale,ON-02520,INV/2023/2074,posted,2023-09-19 00:00:00,Raul Davila,1,[JUPITER-6000K-H1],143617.02,0,0,1,Neptune - Panamá,Utility Scale / STS,143617.02,143617.02,Dropship,0,0,6.6,0,6.6,0,INV,2023,2074,2023-11-30 06:02:46,143617.02,2023-09,2078,Utility Scale,Utility Scale / STS,Other
Panama,"Istmo Energy Control, S.A.",Utility Scale,ON-02520,INV/2023/2073,posted,2023-09-19 00:00:00,Raul Davila,2,[JUPITER-6000K-H1],143617.02,0,0,1,Neptune - Panamá,Utility Scale / STS,287234.04,287234.04,Dropship,0,0,6.6,0,13.2,0,INV,2023,2073,2023-11-30 06:02:46,287234.04,2023-09,2069,Utility Scale,Utility Scale / STS,Other
Nicaragua,"Interamerican Solar, S.A.",Utility Scale,ON-02143,INV/2023/2064,posted,2023-09-11 00:00:00,Francisco Asturias,1,[STS-3000K-H1],111702.13,0,90000,1,Neptune - Panamá,Utility Scale / STS,111702.13,111702.13,Dropship,0,0,3.3,0,3.3,0,INV,2023,2064,2023-11-30 06:02:58,111702.13,2023-09,2075,Utility Scale,Utility Scale / STS,Francisco Asturias
Dominican Republic,LAESA LTD,Utility Scale,ON-02180,INV/2023/2044,posted,2023-08-22 00:00:00,Francisco Asturias,1,[JUPITER-3000K-H1],133400,0,0,1,Neptune - Panamá,Utility Scale / STS,133400,133400,Dropship,0,0,3.3,0,3.3,0,INV,2023,2044,2023-11-30 06:03:33,133400,2023-08,2073,Utility Scale,Utility Scale / STS,Francisco Asturias
Honduras,"Zona Ind. de Exp. Buenavista, S.A.",Utility Scale,ON-02488,INV/2023/2039,posted,2023-08-11 00:00:00,Francisco Asturias,1,[JUPITER-6000K-H1],163800,0,0,1,Neptune - Panamá,Utility Scale / STS,163800,163800,Dropship,0,0,6.6,0,6.6,0,INV,2023,2039,2023-11-30 06:03:59,163800,2023-08,2070,Utility Scale,Utility Scale / STS,Francisco Asturias
Spain,UTE Talnique España,Utility Scale,ON-01806,INV/2023/1996,posted,2023-07-10 00:00:00,Francisco Asturias,2,[JUPITER-6000K-H1],148045.26,0,0,1,Neptune - Panamá,Utility Scale / STS,296090.52,296090.52,Dropship PO3345,0,0,6.6,0,13.2,0,INV,2023,1996,2023-11-30 06:06:30,296090.52,2023-07,2099,Utility Scale,Utility Scale / STS,Francisco Asturias
Panama,"Electro Outsourcing, S.A.",Utility Scale,ON-01999,INV/2023/1955,posted,2023-06-12 00:00:00,Francisco Asturias,2,[JUPITER-6000K-H1],157446.81,0,0,1,Neptune - Panamá,Utility Scale / STS,314893.62,314893.62,Dropship,0,0,6.6,0,13.2,0,INV,2023,1955,2023-11-30 06:08:00,314893.62,2023-06,2081,Utility Scale,Utility Scale / STS,Francisco Asturias
Panama,Pedregalito Solar Power S.A.,Utility Scale,ON-01906,INV/2023/1920,posted,2023-05-22 00:00:00,Francisco Asturias,2,[JUPITER-6000K-H1],157446.81,0,0,1,Neptune - Panamá,Utility Scale / STS,314893.62,314893.62,Dropship,0,0,6.6,0,13.2,0,INV,2023,1920,2023-11-30 06:09:42,314893.62,2023-05,2084,Utility Scale,Utility Scale / STS,Francisco Asturias
Panama,"Aethon Power & Equipment, Corp.",Utility Scale,ON-01497,INV/2023/1909,posted,2023-05-18 00:00:00,Francisco Asturias,3,"[STS-6000K-H1] 6,500 kVA @40℃ / 5,920 kVA @50℃",146000,0,120000,1,Neptune - Panamá,Utility Scale / STS,438000,438000,Dropship,0,0,6.5,0,19.5,0,INV,2023,1909,2023-11-30 06:09:58,438000,2023-05,2080,Utility Scale,Utility Scale / STS,Francisco Asturias
Panama,"Aethon Power & Equipment, Corp.",Utility Scale,ON-01498,INV/2023/1910,posted,2023-05-18 00:00:00,Francisco Asturias,2,[STS-3000K-H1],113829.79,0,90000,1,Neptune - Panamá,Utility Scale / STS,227659.58,227659.58,Dropship,0,0,3.3,0,6.6,0,INV,2023,1910,2023-11-30 06:09:58,227659.58,2023-05,2071,Utility Scale,Utility Scale / STS,Francisco Asturias
Taiwan,Sunrex Limited,Utility Scale,ON-01947,INV/2023/1883,posted,2023-04-20 00:00:00,Francisco Asturias,4,[JUPITER-6000K-H1],134839.91,0,0,1,Neptune - Panamá,Utility Scale / STS,539359.64,539359.64,Dropship,0,0,6.6,0,26.4,0,INV,2023,1883,2023-11-30 06:11:34,539359.64,2023-04,2068,Utility Scale,Utility Scale / STS,Francisco Asturias
Spain,"Enerland 2007 Fotovoltaica, S.L.",Utility Scale,ON-01518,INV/2023/1847,posted,2023-03-17 00:00:00,Francisco Asturias,2,[STS-3000K-H1],104250,0,90000,1,Neptune - Panamá,Utility Scale / STS,208500,208500,Dropship,0,0,3.3,0,6.6,0,INV,2023,1847,2023-11-30 06:13:38,208500,2023-03,2067,Utility Scale,Utility Scale / STS,Francisco Asturias
Spain,"Enerland 2007 Fotovoltaica, S.L.",Utility Scale,ON-01515,INV/2023/1811,posted,2023-02-17 00:00:00,Francisco Asturias,1,"[STS-6000K-H1] 6,500 kVA @40℃ / 5,920 kVA @50℃",130300,0,120000,1,Neptune - Panamá,Utility Scale / STS,130300,232300,PO3260,0,0,6.5,0,6.5,0,INV,2023,1811,2023-11-30 06:14:18,130300,2023-02,2065,Utility Scale,Utility Scale / STS,Francisco Asturias
Spain,"Enerland 2007 Fotovoltaica, S.L.",Utility Scale,ON-01515,INV/2023/1811,posted,2023-02-17 00:00:00,Francisco Asturias,1,[STS-3000K-H1],102000,0,90000,1,Neptune - Panamá,Utility Scale / STS,102000,232300,PO3260,0,0,3.3,0,3.3,0,INV,2023,1811,2023-11-30 06:14:19,102000,2023-02,2061,Utility Scale,Utility Scale / STS,Francisco Asturias
Panama,"Granja Solar Alanje Tres, S.A.",Utility Scale,ON-01436,INV/2023/1806,posted,2023-02-16 00:00:00,Francisco Asturias,2,"[STS-6000K-H1] 6,500 kVA @40℃ / 5,920 kVA @50℃",147058.82,0,120000,1,Neptune - Panamá,Utility Scale / STS,294117.64,294117.64,PO3225,0,0,6.5,0,13,0,INV,2023,1806,2023-11-30 06:14:24,294117.64,2023-02,2093,Utility Scale,Utility Scale / STS,Francisco Asturias
Panama,"Granja Solar Alanje Uno, S.A.",Utility Scale,ON-01433,INV/2023/1808,posted,2023-02-16 00:00:00,Francisco Asturias,2,"[STS-6000K-H1] 6,500 kVA @40℃ / 5,920 kVA @50℃",147058.82,0,120000,1,Neptune - Panamá,Utility Scale / STS,294117.64,294117.64,PO3230,0,0,6.5,0,13,0,INV,2023,1808,2023-11-30 06:14:23,294117.64,2023-02,2082,Utility Scale,Utility Scale / STS,Francisco Asturias
Panama,"Granja Solar Alanje Dos, S.A.",Utility Scale,ON-01439,INV/2023/1807,posted,2023-02-16 00:00:00,Francisco Asturias,2,"[STS-6000K-H1] 6,500 kVA @40℃ / 5,920 kVA @50℃",147058.82,0,120000,1,Neptune - Panamá,Utility Scale / STS,294117.64,294117.64,PO3227,0,0,6.5,0,13,0,INV,2023,1807,2023-11-30 06:14:23,294117.64,2023-02,2063,Utility Scale,Utility Scale / STS,Francisco Asturias
Panama,Renewable Energy & Technical Solutions S.A. (RETSSA),DG,ON-01528,INV/2023/1757,posted,2023-01-17 00:00:00,Martin Muadi,1,"[STS-6000K-H1] 6,500 kVA @40℃ / 5,920 kVA @50℃",151686,0,120000,1,Neptune - Panamá,Utility Scale / STS,151686,151686,PO3244,0,0,6.5,0,6.5,0,INV,2023,1757,2023-11-30 06:15:57,151686,2023-01,2076,Utility Scale,Utility Scale / STS,Martin Muadi
Panama,Renewable Energy & Technical Solutions S.A. (RETSSA),DG,ON-01527,INV/2023/1756,posted,2023-01-17 00:00:00,Martin Muadi,1,[STS-3000K-H1],106742,0,90000,1,Neptune - Panamá,Utility Scale / STS,106742,106742,PO3243,0,0,3.3,0,3.3,0,INV,2023,1756,2023-11-30 06:15:58,106742,2023-01,2077,Utility Scale,Utility Scale / STS,Martin Muadi
Panama,"Aethon Power & Equipment, Corp.",Utility Scale,ON-01294,INV/2022/1702,posted,2022-12-12 00:00:00,Francisco Asturias,1,"[STS-6000K-H1] 6,500 kVA @40℃ / 5,920 kVA @50℃",130042.55,0,120000,1,Neptune - Panamá,Utility Scale / STS,130042.55,90338.52,PO3208,0,0,6.5,0,6.5,0,INV,2022,1702,2023-09-28 16:35:51,130042.55,2022-12,2062,Utility Scale,Utility Scale / STS,Francisco Asturias
Spain,"Sociedad Española de Montajes Industriales, S.A.U.",Utility Scale,ON-01351,INV/2022/1623,posted,2022-10-21 00:00:00,Francisco Asturias,3,"[STS-6000K-H1] 6,500 kVA @40℃ / 5,920 kVA @50℃",135135.14,0,120000,1,Neptune - Panamá,Utility Scale / STS,405405.42,411243.27,PO3214,0,0,6.5,0,19.5,0,INV,2022,1623,2023-09-28 16:37:37,405405.42,2022-10,2096,Utility Scale,Utility Scale / STS,Francisco Asturias
Panama,Panasolar Green Energy Corp.,Utility Scale,ON-01718,INV/2022/1624,posted,2022-10-21 00:00:00,Francisco Asturias,2,"[STS-6000K-H1] 6,500 kVA @40℃ / 5,920 kVA @50℃",122284.52,0,120000,1,Neptune - Panamá,Utility Scale / STS,244569.04,244569.04,PO3115,0,0,6.5,0,13,0,INV,2022,1624,2023-09-28 16:37:36,244569.04,2022-10,2095,Utility Scale,Utility Scale / STS,Francisco Asturias
Turkey,SEGA SOLAR MÜHENDİSLİK TAAHHÜT DANIŞMANLIK SANAYİ TİCARET A.Ş.,Utility Scale,ON-01090,INV/2022/1619,posted,2022-10-18 00:00:00,Francisco Asturias,2,"[STS-6000K-H1] 6,500 kVA @40℃ / 5,920 kVA @50℃",127659.57,0,120000,1,Neptune - Panamá,Utility Scale / STS,255319.14,255319.14,PO3180,0,0,6.5,0,13,0,INV,2022,1619,2023-09-28 16:37:47,255319.14,2022-10,2098,Utility Scale,Utility Scale / STS,Francisco Asturias
